Rot.No.	 yy  	mm    day   	  Date    	Julian date
  1383  	1957 	 1  23.4068 	1957.06139	2435861.90675
  1384  	1957 	 2  19.7477 	1957.13630	2435889.24773
  1385  	1957 	 3  19.0714 	1957.21115	2435916.57139
  1386  	1957 	 4  15.3576 	1957.28591	2435943.85755
  1387  	1957 	 5  12.5996 	1957.36055	2435971.09956
  1388  	1957 	 6   8.8083 	1957.43509	2435998.30831
  1389  	1957 	 7   6.0059 	1957.50961	2436025.50594
  1390  	1957 	 8   2.2155 	1957.58415	2436052.71547
  1391  	1957 	 8  29.4516 	1957.65877	2436079.95162
  1392  	1957 	 9  25.7169 	1957.73347	2436107.21689
  1393  	1957 	10  23.0049 	1957.80823	2436134.50491
  1394  	1957 	11  19.3089 	1957.88304	2436161.80884
  1395  	1957 	12  16.6270 	1957.95788	2436189.12701
  1396  	1958 	 1  12.9589 	1958.03276	2436216.45890
  1397  	1958 	 2   9.3006 	1958.10767	2436243.80064
  1398  	1958 	 3   8.6339 	1958.18256	2436271.13390
  1399  	1958 	 4   4.9366 	1958.25736	2436298.43660
  1400  	1958 	 5   2.1956 	1958.33204	2436325.69565
  1401  	1958 	 5  29.4153 	1958.40662	2436352.91529
  1402  	1958 	 6  25.6144 	1958.48114	2436380.11442
  1403  	1958 	 7  22.8169 	1958.55566	2436407.31692
  1404  	1958 	 8  19.0416 	1958.63025	2436434.54162
  1405  	1958 	 9  15.2958 	1958.70492	2436461.79580
  1406  	1958 	10  12.5758 	1958.77966	2436489.07574
  1407  	1958 	11   8.8738 	1958.85445	2436516.37384
  1408  	1958 	12   6.1862 	1958.92928	2436543.68624
  1409  	1959 	 1   2.5125 	1959.00414	2436571.01247
  1410  	1959 	 1  29.8522 	1959.07905	2436598.35225
  1411  	1959 	 2  26.1916 	1959.15395	2436625.69156
  1412  	1959 	 3  25.5087 	1959.22879	2436653.00867
  1413  	1959 	 4  21.7854 	1959.30352	2436680.28538
  1414  	1959 	 5  19.0189 	1959.37813	2436707.51885
  1415  	1959 	 6  15.2232 	1959.45267	2436734.72316
  1416  	1959 	 7  12.4215 	1959.52718	2436761.92154
  1417  	1959 	 8   8.6359 	1959.60174	2436789.13587
  1418  	1959 	 9   4.8784 	1959.67638	2436816.37837
  1419  	1959 	10   2.1491 	1959.75109	2436843.64910
  1420  	1959 	10  29.4409 	1959.82587	2436870.94091
  1421  	1959 	11  25.7479 	1959.90068	2436898.24791
  1422  	1959 	12  23.0694 	1959.97553	2436925.56942
  1423  	1960 	 1  19.4043 	1960.05028	2436952.90426
  1424  	1960 	 2  15.7462 	1960.12499	2436980.24617
  1425  	1960 	 3  14.0747 	1960.19966	2437007.57472
  1426  	1960 	 4  10.3686 	1960.27423	2437034.86858
  1427  	1960 	 5   7.6180 	1960.34868	2437062.11803
  1428  	1960 	 6   3.8311 	1960.42304	2437089.33113
  1429  	1960 	 7   1.0288 	1960.49735	2437116.52880
  1430  	1960 	 7  28.2347 	1960.57168	2437143.73465
  1431  	1960 	 8  24.4654 	1960.64608	2437170.96542
  1432  	1960 	 9  20.7257 	1960.72056	2437198.22572
  1433  	1960 	10  18.0103 	1960.79511	2437225.51024
  1434  	1960 	11  14.3117 	1960.86970	2437252.81169
  1435  	1960 	12  11.6274 	1960.94434	2437280.12738
  1436  	1961 	 1   7.9570 	1961.01906	2437307.45697
  1437  	1961 	 2   4.2983 	1961.09397	2437334.79828
  1438  	1961 	 3   3.6348 	1961.16886	2437362.13478
  1439  	1961 	 3  30.9443 	1961.24368	2437389.44426
  1440  	1961 	 4  27.2111 	1961.31839	2437416.71113
  1441  	1961 	 5  24.4366 	1961.39298	2437443.93656
  1442  	1961 	 6  20.6375 	1961.46750	2437471.13748
  1443  	1961 	 7  17.8377 	1961.54202	2437498.33770
  1444  	1961 	 8  14.0576 	1961.61660	2437525.55757
  1445  	1961 	 9  10.3066 	1961.69125	2437552.80660
  1446  	1961 	10   7.5826 	1961.76598	2437580.08262
  1447  	1961 	11   3.8780 	1961.84076	2437607.37801
  1448  	1961 	12   1.1880 	1961.91558	2437634.68796
  1449  	1961 	12  28.5126 	1961.99045	2437662.01263
  1450  	1962 	 1  24.8498 	1962.06534	2437689.34976
  1451  	1962 	 2  21.1906 	1962.14025	2437716.69057
  1452  	1962 	 3  20.5132 	1962.21510	2437744.01316
  1453  	1962 	 4  16.7977 	1962.28986	2437771.29764
  1454  	1962 	 5  14.0381 	1962.36449	2437798.53809
  1455  	1962 	 6  10.2460 	1962.43903	2437825.74598
  1456  	1962 	 7   7.4437 	1962.51354	2437852.94370
  1457  	1962 	 8   3.6541 	1962.58809	2437880.15407
  1458  	1962 	 8  30.8913 	1962.66272	2437907.39133
  1459  	1962 	 9  27.1575 	1962.73742	2437934.65751
  1460  	1962 	10  24.4461 	1962.81218	2437961.94611
  1461  	1962 	11  20.7505 	1962.88699	2437989.25051
  1462  	1962 	12  18.0693 	1962.96183	2438016.56927
  1463  	1963 	 1  14.4018 	1963.03672	2438043.90178
  1464  	1963 	 2  10.7438 	1963.11163	2438043.90178
  1465  	1963 	 3  10.0764 	1963.18651	2438098.57637
  1466  	1963 	 4   6.3776 	1963.26131	2438125.87758
  1467  	1963 	 5   3.6349 	1963.33599	2438153.13488
  1468  	1963 	 5  30.8533 	1963.41056	2438180.35325
  1469  	1963 	 6  27.0520 	1963.48507	2438207.55199
  1470  	1963 	 7  24.2550 	1963.55960	2438234.75499
  1471  	1963 	 8  20.4807 	1963.63419	2438261.98068
  1472  	1963 	 9  16.7359 	1963.70887	2438289.23590
  1473  	1963 	10  14.0166 	1963.78361	2438316.51662
  1474  	1963 	11  10.3153 	1963.85840	2438343.81529
  1475  	1963 	12   7.6283 	1963.93323	2438371.12831
  1476  	1964 	 1   3.9552 	1964.00807	2438398.45524
  1477  	1964 	 1  31.2955 	1964.08277	2438425.79546
  1478  	1964 	 2  27.6344 	1964.15747	2438453.13442
  1479  	1964 	 3  25.9502 	1964.23210	2438480.45021
  1480  	1964 	 4  22.2251 	1964.30663	2438507.72507
  1481  	1964 	 5  19.4570 	1964.38103	2438534.95696
  1482  	1964 	 6  15.6605 	1964.45536	2438562.16052
  1483  	1964 	 7  12.8592 	1964.52967	2438589.35918
  1484  	1964 	 8   9.0746 	1964.60403	2438616.57455
  1485  	1964 	 9   5.3183 	1964.67847	2438643.81833
  1486  	1964 	10   2.5901 	1964.75298	2438671.09013
  1487  	1964 	10  29.8827 	1964.82755	2438698.38266
  1488  	1964 	11  26.1902 	1964.90216	2438725.69020
  1489  	1964 	12  23.5123 	1964.97681	2438753.01225
  1490  	1965 	 1  19.8475 	1965.05164	2438780.34748
  1491  	1965 	 2  16.1892 	1965.12655	2438807.68914
  1492  	1965 	 3  15.5165 	1965.20142	2438835.01653
  1493  	1965 	 4  11.8085 	1965.27619	2438862.30853
  1494  	1965 	 5   9.0562 	1965.35084	2438889.55620
  1495  	1965 	 6   5.2683 	1965.42539	2438916.76828
  1496  	1965 	 7   2.4660 	1965.49991	2438943.96598
  1497  	1965 	 7  29.6728 	1965.57445	2438971.17282
  1498  	1965 	 8  25.9050 	1965.64905	2438998.40499
  1499  	1965 	 9  22.1666 	1965.72374	2439025.66657
  1500  	1965 	10  19.4520 	1965.79850	2439052.95194
  1501  	1965 	11  15.7539 	1965.87330	2439080.25391
  1502  	1965 	12  13.0701 	1965.94814	2439107.57007
  1503  	1966 	 1   9.4001 	1966.02301	2439134.90008
  1504  	1966 	 2   5.7414 	1966.09792	2439162.24144
  1505  	1966 	 3   5.0772 	1966.17281	2439189.57715
  1506  	1966 	 4   1.3851 	1966.24763	2439216.88505
  1507  	1966 	 4  28.6501 	1966.32233	2439244.15009
  1508  	1966 	 5  25.8742 	1966.39692	2439271.37417
  1509  	1966 	 6  22.0747 	1966.47144	2439298.57470
  1510  	1966 	 7  19.2755 	1966.54596	2439325.77551
  1511  	1966 	 8  15.4966 	1966.62054	2439352.99659
  1512  	1966 	 9  11.7469 	1966.69520	2439380.24688
  1513  	1966 	10   9.0238 	1966.76993	2439407.52382
  1514  	1966 	11   5.3198 	1966.84471	2439434.81980
  1515  	1966 	12   2.6303 	1966.91953	2439462.13027
  1516  	1966 	12  29.9555 	1966.99440	2439489.45549
  1517  	1967 	 1  26.2930 	1967.06930	2439516.79299
  1518  	1967 	 2  22.6335 	1967.14420	2439544.13348
  1519  	1967 	 3  21.9548 	1967.21905	2439571.45480
  1520  	1967 	 4  18.2374 	1967.29380	2439598.73743
  1521  	1967 	 5  15.4762 	1967.36843	2439625.97617
  1522  	1967 	 6  11.6831 	1967.44297	2439653.18314
  1523  	1967 	 7   8.8810 	1967.51748	2439680.38097
  1524  	1967 	 8   5.0923 	1967.59203	2439707.59229
  1525  	1967 	 9   1.3309 	1967.66666	2439734.83087
  1526  	1967 	 9  28.5983 	1967.74137	2439762.09825
  1527  	1967 	10  25.8877 	1967.81613	2439789.38773
  1528  	1967 	11  22.1928 	1967.89094	2439816.69284
  1529  	1967 	12  19.5123 	1967.96579	2439844.01231
  1530  	1968 	 1  15.8454 	1968.04056	2439871.34542
  1531  	1968 	 2  12.1874 	1968.11527	2439898.68737
  1532  	1968 	 3  10.5189 	1968.18994	2439926.01894
  1533  	1968 	 4   6.8182 	1968.26453	2439953.31823
  1534  	1968 	 5   4.0734 	1968.33900	2439980.57344
  1535  	1968 	 5  31.2903 	1968.41336	2440007.79032
  1536  	1968 	 6  27.4887 	1968.48767	2440034.98866
  1537  	1968 	 7  24.6923 	1968.56200	2440062.19231
  1538  	1968 	 8  20.9194 	1968.63639	2440089.41934
  1539  	1968 	 9  17.1760 	1968.71086	2440116.67600
  1540  	1968 	10  14.4579 	1968.78540	2440143.95788
  1541  	1968 	11  10.7574 	1968.85999	2440171.25742
  1542  	1968 	12   8.0712 	1968.93462	2440198.57120
  1543  	1969 	 1   4.3988 	1969.00931	2440225.89882
  1544  	1969 	 1  31.7393 	1969.08422	2440253.23928
  1545  	1969 	 2  28.0776 	1969.15912	2440280.57756
  1546  	1969 	 3  27.3917 	1969.23395	2440307.89169
  1547  	1969 	 4  23.6644 	1969.30867	2440335.16443
  1548  	1969 	 5  20.8946 	1969.38327	2440362.39456
  1549  	1969 	 6  17.0974 	1969.45780	2440389.59736
  1550  	1969 	 7  14.2964 	1969.53232	2440416.79637
  1551  	1969 	 8  10.5129 	1969.60688	2440444.01289
  1552  	1969 	 9   6.7581 	1969.68153	2440471.25810
  1553  	1969 	10   4.0311 	1969.75625	2440498.53109
  1554  	1969 	10  31.3244 	1969.83103	2440525.82443
  1555  	1969 	11  27.6326 	1969.90584	2440553.13260
  1556  	1969 	12  24.9553 	1969.98070	2440580.45529
  1557  	1970 	 1  21.2910 	1970.05559	2440580.45529
  1558  	1970 	 2  17.6324 	1970.13050	2440635.13242
  1559  	1970 	 3  16.9586 	1970.20537	2440662.45861
  1560  	1970 	 4  13.2487 	1970.28013	2440689.74873
  1561  	1970 	 5  10.4946 	1970.35478	2440716.99455
  1562  	1970 	 6   6.7055 	1970.42933	2440744.20550
  1563  	1970 	 7   3.9031 	1970.50384	2440771.40311
  1564  	1970 	 7  31.1108 	1970.57839	2440798.61075
  1565  	1970 	 8  27.3442 	1970.65300	2440825.84417
  1566  	1970 	 9  23.6069 	1970.72769	2440853.10692
  1567  	1970 	10  20.8932 	1970.80245	2440880.39316
  1568  	1970 	11  17.1958 	1970.87725	2440907.69581
  1569  	1970 	12  14.5127 	1970.95209	2440935.01270
  1570  	1971 	 1  10.8434 	1971.02697	2440962.34345
  1571  	1971 	 2   7.1851 	1971.10188	2440989.68509
  1572  	1971 	 3   6.5202 	1971.17677	2441017.02017
  1573  	1971 	 4   2.8265 	1971.25158	2441044.32647
  1574  	1971 	 4  30.0895 	1971.32627	2441071.58953
  1575  	1971 	 5  27.3120 	1971.40085	2441098.81201
  1576  	1971 	 6  23.5119 	1971.47537	2441126.01184
  1577  	1971 	 7  20.7130 	1971.54990	2441153.21295
  1578  	1971 	 8  16.9350 	1971.62448	2441180.43500
  1579  	1971 	 9  13.1864 	1971.69914	2441207.68644
  1580  	1971 	10  10.4644 	1971.77387	2441234.96436
  1581  	1971 	11   6.7611 	1971.84866	2441262.26115
  1582  	1971 	12   4.0724 	1971.92349	2441289.57241
  1583  	1971 	12  31.3985 	1971.99836	2441316.89852
  1584  	1972 	 1  27.7366 	1972.07305	2441344.23664
  1585  	1972 	 2  24.0769 	1972.14775	2441371.57694
  1586  	1972 	 3  22.3970 	1972.22240	2441398.89698
  1587  	1972 	 4  18.6777 	1972.29693	2441426.17765
  1588  	1972 	 5  15.9145 	1972.37135	2441453.41453
  1589  	1972 	 6  12.1204 	1972.44568	2441480.62043
  1590  	1972 	 7   9.3183 	1972.52000	2441507.81825
  1591  	1972 	 8   5.5304 	1972.59435	2441535.03043
  1592  	1972 	 9   1.7702 	1972.66877	2441562.27024
  1593  	1972 	 9  29.0388 	1972.74328	2441589.53876
  1594  	1972 	10  26.3291 	1972.81784	2441616.82909
  1595  	1972 	11  22.6349 	1972.89245	2441644.13490
  1596  	1972 	12  19.9551 	1972.96709	2441671.45508
  1597  	1973 	 1  16.2888 	1973.04189	2441698.78878
  1598  	1973 	 2  12.6308 	1973.11680	2441726.13074
  1599  	1973 	 3  11.9613 	1973.19167	2441753.46134
  1600  	1973 	 4   8.2589 	1973.26646	2441780.75885
  1601  	1973 	 5   5.5122 	1973.34113	2441808.01215
  1602  	1973 	 6   1.7278 	1973.41569	2441808.01215
  1603  	1973 	 6  28.9259 	1973.49021	2441862.42586
  1604  	1973 	 7  26.1302 	1973.56474	2441889.63024
  1605  	1973 	 8  22.3585 	1973.63934	2441916.85851
  1606  	1973 	 9  18.6164 	1973.71402	2441944.11637
  1607  	1973 	10  15.8991 	1973.78876	2441971.39910
  1608  	1973 	11  12.1992 	1973.86356	2441998.69920
  1609  	1973 	12   9.5135 	1973.93839	2442026.01354
  1610  	1974 	 1   5.8417 	1974.01327	2442053.34174
  1611  	1974 	 2   2.1825 	1974.08817	2442080.68248
  1612  	1974 	 3   1.5203 	1974.16307	2442108.02027
  1613  	1974 	 3  28.8330 	1974.23790	2442135.33302
  1614  	1974 	 4  25.1040 	1974.31261	2442162.60400
  1615  	1974 	 5  22.3327 	1974.38721	2442189.83270
  1616  	1974 	 6  18.5349 	1974.46174	2442217.03492
  1617  	1974 	 7  15.7343 	1974.53626	2442244.23429
  1618  	1974 	 8  11.9518 	1974.61083	2442271.45182
  1619  	1974 	 9   8.1981 	1974.68547	2442298.69813
  1620  	1974 	10   5.4719 	1974.76020	2442325.97193
  1621  	1974 	11   1.7658 	1974.83497	2442353.26579
  1622  	1974 	11  29.0744 	1974.90979	2442380.57441
  1623  	1974 	12  26.3977 	1974.98465	2442407.89769
  1624  	1975 	 1  22.7339 	1975.05954	2442435.23388
  1625  	1975 	 2  19.0753 	1975.13445	2442462.57528
  1626  	1975 	 3  18.4005 	1975.20932	2442489.90050
  1627  	1975 	 4  14.6890 	1975.28408	2442517.18898
  1628  	1975 	 5  11.9332 	1975.35872	2442544.43316
  1629  	1975 	 6   8.1431 	1975.43327	2442571.64315
  1630  	1975 	 7   5.3408 	1975.50778	2442598.84075
  1631  	1975 	 8   1.5492 	1975.58233	2442626.04920
  1632  	1975 	 8  28.7838 	1975.65694	2442653.28378
  1633  	1975 	 9  25.0476 	1975.73164	2442680.54758
  1634  	1975 	10  22.3346 	1975.80640	2442707.83455
  1635  	1975 	11  18.6377 	1975.88120	2442735.13773
  1636  	1975 	12  15.9552 	1975.95604	2442762.45522
  1637  	1976 	 1  12.2865 	1976.03084	2442789.78654
  1638  	1976 	 2   8.6283 	1976.10554	2442817.12831
  1639  	1976 	 3   6.9626 	1976.18023	2442844.46262
  1640  	1976 	 4   3.2673 	1976.25483	2442871.76726
  1641  	1976 	 4  30.5284 	1976.32931	2442899.02840
  1642  	1976 	 5  27.7495 	1976.40369	2442926.24950
  1643  	1976 	 6  23.9489 	1976.47800	2442953.44894
  1644  	1976 	 7  21.1507 	1976.55232	2442980.65067
  1645  	1976 	 8  17.3740 	1976.62670	2443007.87398
  1646  	1976 	 9  13.6268 	1976.70117	2443035.12677
  1647  	1976 	10  10.9057 	1976.77570	2443062.40572
  1648  	1976 	11   7.2032 	1976.85028	2443089.70316
  1649  	1976 	12   4.5150 	1976.92490	2443117.01497
  1650  	1976 	12  31.8416 	1976.99957	2443144.34159
  1651  	1977 	 1  28.1799 	1977.07447	2443171.67992
  1652  	1977 	 2  24.5197 	1977.14937	2443199.01968
  1653  	1977 	 3  23.8383 	1977.22421	2443226.33826
  1654  	1977 	 4  20.1170 	1977.29895	2443253.61701
  1655  	1977 	 5  17.3523 	1977.37357	2443280.85230
  1656  	1977 	 6  13.5575 	1977.44810	2443308.05753
  1657  	1977 	 7  10.7558 	1977.52262	2443335.25578
  1658  	1977 	 8   6.9692 	1977.59718	2443362.46916
  1659  	1977 	 9   3.2104 	1977.67181	2443362.46916
  1660  	1977 	 9  30.4801 	1977.74652	2443416.98008
  1661  	1977 	10  27.7711 	1977.82129	2443444.27108
  1662  	1977 	11  24.0773 	1977.89610	2443471.57728
  1663  	1977 	12  21.3979 	1977.97095	2443498.89786
  1664  	1978 	 1  17.7318 	1978.04584	2443526.23183
  1665  	1978 	 2  14.0735 	1978.12075	2443553.57353
  1666  	1978 	 3  13.4030 	1978.19562	2443580.90303
  1667  	1978 	 4   9.6988 	1978.27041	2443608.19880
  1668  	1978 	 5   6.9504 	1978.34507	2443635.45037
  1669  	1978 	 6   3.1650 	1978.41963	2443662.66498
  1670  	1978 	 6  30.3631 	1978.49415	2443689.86309
  1671  	1978 	 7  27.5684 	1978.56868	2443717.06841
  1672  	1978 	 8  23.7981 	1978.64328	2443744.29806
  1673  	1978 	 9  20.0572 	1978.71796	2443771.55718
  1674  	1978 	10  17.3408 	1978.79271	2443798.84076
  1675  	1978 	11  13.6414 	1978.86751	2443826.14140
  1676  	1978 	12  10.9562 	1978.94235	2443853.45623
  1677  	1979 	 1   7.2849 	1979.01722	2443880.78492
  1678  	1979 	 2   3.6258 	1979.09213	2443908.12581
  1679  	1979 	 3   2.9629 	1979.16702	2443935.46293
  1680  	1979 	 3  30.2741 	1979.24185	2443962.77410
  1681  	1979 	 4  26.5431 	1979.31656	2443990.04314
  1682  	1979 	 5  23.7703 	1979.39115	2444017.27029
  1683  	1979 	 6  19.9719 	1979.46568	2444044.47189
  1684  	1979 	 7  17.1717 	1979.54020	2444071.67169
  1685  	1979 	 8  13.3904 	1979.61477	2444098.89037
  1686  	1979 	 9   9.6380 	1979.68942	2444126.13802
  1687  	1979 	10   6.9129 	1979.76415	2444153.41294
  1688  	1979 	11   3.2076 	1979.83892	2444180.70758
  1689  	1979 	11  30.5169 	1979.91374	2444208.01689
  1690  	1979 	12  27.8409 	1979.98861	2444235.34086
  1691  	1980 	 1  24.1775 	1980.06333	2444262.67749
  1692  	1980 	 2  20.5186 	1980.13803	2444290.01858
  1693  	1980 	 3  18.8425 	1980.21268	2444317.34247
  1694  	1980 	 4  15.1289 	1980.28724	2444344.62892
  1695  	1980 	 5  12.3712 	1980.36167	2444371.87119
  1696  	1980 	 6   8.5801 	1980.43601	2444399.08007
  1697  	1980 	 7   5.7777 	1980.51032	2444426.27771
  1698  	1980 	 8   1.9871 	1980.58466	2444453.48714
  1699  	1980 	 8  29.2232 	1980.65908	2444480.72317
  1700  	1980 	 9  25.4883 	1980.73357	2444507.98833
  1701  	1980 	10  22.7763 	1980.80813	2444535.27630
  1702  	1980 	11  19.0802 	1980.88273	2444562.58021
  1703  	1980 	12  16.3983 	1980.95737	2444589.89833
  1704  	1981 	 1  12.7302 	1981.03214	2444617.23015
  1705  	1981 	 2   9.0718 	1981.10705	2444644.57183
  1706  	1981 	 3   8.4051 	1981.18193	2444671.90508
  1707  	1981 	 4   4.7078 	1981.25673	2444699.20782
  1708  	1981 	 5   1.9669 	1981.33142	2444726.46692
  1709  	1981 	 5  29.1866 	1981.40599	2444753.68659
  1710  	1981 	 6  25.3857 	1981.48051	2444780.88568
  1711  	1981 	 7  22.5882 	1981.55504	2444808.08815
  1712  	1981 	 8  18.8128 	1981.62962	2444835.31281
  1713  	1981 	 9  15.0670 	1981.70429	2444862.56703
  1714  	1981 	10  12.3471 	1981.77903	2444889.84706
  1715  	1981 	11   8.6452 	1981.85382	2444917.14522
  1716  	1981 	12   5.9577 	1981.92865	2444917.14522
  1717  	1982 	 1   2.2838 	1982.00352	2444971.78380
  1718  	1982 	 1  29.6235 	1982.07842	2444999.12346
  1719  	1982 	 2  25.9627 	1982.15332	2445026.46272
  1720  	1982 	 3  25.2799 	1982.22816	2445026.46272
  1721  	1982 	 4  21.5567 	1982.30290	2445081.05668
  1722  	1982 	 5  18.7903 	1982.37751	2445108.29030
  1723  	1982 	 6  14.9947 	1982.45204	2445135.49473
  1724  	1982 	 7  12.1932 	1982.52656	2445162.69319
  1725  	1982 	 8   8.4076 	1982.60112	2445189.90756
  1726  	1982 	 9   4.6500 	1982.67575	2445217.15003
  1727  	1982 	10   1.9207 	1982.75047	2445244.42071
  1728  	1982 	10  29.2124 	1982.82524	2445271.71241
  1729  	1982 	11  25.5192 	1982.90005	2445299.01922
  1730  	1982 	12  22.8405 	1982.97491	2445326.34049
  1731  	1983 	 1  19.1751 	1983.04979	2445353.67508
  1732  	1983 	 2  15.5169 	1983.12470	2445381.01685
  1733  	1983 	 3  14.8454 	1983.19958	2445408.34543
  1734  	1983 	 4  11.1395 	1983.27435	2445435.63948
  1735  	1983 	 5   8.3892 	1983.34901	2445462.88921
  1736  	1983 	 6   4.6026 	1983.42357	2445490.10257
  1737  	1983 	 7   1.8004 	1983.49808	2445517.30042
  1738  	1983 	 7  29.0064 	1983.57262	2445544.50634
  1739  	1983 	 8  25.2371 	1983.64722	2445571.73711
  1740  	1983 	 9  21.4974 	1983.72191	2445598.99735
  1741  	1983 	10  18.7818 	1983.79666	2445626.28179
  1742  	1983 	11  15.0831 	1983.87146	2445653.58314
  1743  	1983 	12  12.3987 	1983.94630	2445680.89870
  1744  	1984 	 1   8.7282 	1984.02112	2445708.22816
  1745  	1984 	 2   5.0694 	1984.09582	2445735.56940
  1746  	1984 	 3   3.4059 	1984.17051	2445762.90593
  1747  	1984 	 3  30.7155 	1984.24512	2445790.21554
  1748  	1984 	 4  26.9826 	1984.31962	2445817.48258
  1749  	1984 	 5  24.2081 	1984.39401	2445844.70810
  1750  	1984 	 6  20.4090 	1984.46833	2445871.90902
  1751  	1984 	 7  17.6091 	1984.54265	2445899.10914
  1752  	1984 	 8  13.8289 	1984.61702	2445926.32888
  1753  	1984 	 9  10.0778 	1984.69147	2445926.32888
  1754  	1984 	10   7.3537 	1984.76599	2445980.85373
  1755  	1984 	11   3.6491 	1984.84057	2446008.14912
  1756  	1984 	11  30.9591 	1984.91519	2446035.45907
  1757  	1984 	12  28.2837 	1984.98985	2446062.78373
  1758  	1985 	 1  24.6208 	1985.06471	2446090.12084
  1759  	1985 	 2  20.9617 	1985.13962	2446117.46169
  1760  	1985 	 3  20.2844 	1985.21448	2446144.78437
  1761  	1985 	 4  16.5690 	1985.28923	2446172.06900
  1762  	1985 	 5  13.8096 	1985.36386	2446199.30959
  1763  	1985 	 6  10.0176 	1985.43840	2446226.51757
  1764  	1985 	 7   7.2153 	1985.51292	2446253.71532
  1765  	1985 	 8   3.4257 	1985.58747	2446280.92568
  1766  	1985 	 8  30.6630 	1985.66209	2446308.16294
  1767  	1985 	 9  26.9291 	1985.73679	2446335.42912
  1768  	1985 	10  24.2177 	1985.81156	2446362.71771
  1769  	1985 	11  20.5220 	1985.88636	2446390.02203
  1770  	1985 	12  17.8406 	1985.96121	2446417.34061
  1771  	1986 	 1  14.1729 	1986.03609	2446444.67289
  1772  	1986 	 2  10.5147 	1986.11100	2446472.01465
  1773  	1986 	 3   9.8472 	1986.18588	2446499.34715
  1774  	1986 	 4   6.1484 	1986.26068	2446526.64841
  1775  	1986 	 5   3.4059 	1986.33536	2446553.90587
  1776  	1986 	 5  30.6244 	1986.40993	2446581.12443
  1777  	1986 	 6  26.8234 	1986.48445	2446608.32334
  1778  	1986 	 7  24.0265 	1986.55898	2446635.52648
  1779  	1986 	 8  20.2523 	1986.63357	2446662.75228
  1780  	1986 	 9  16.5076 	1986.70824	2446690.00755
  1781  	1986 	10  13.7883 	1986.78298	2446717.28825
  1782  	1986 	11  10.0868 	1986.85777	2446744.58683
  1783  	1986 	12   7.3997 	1986.93260	2446771.89968
  1784  	1987 	 1   3.7264 	1987.00747	2446771.89968
  1785  	1987 	 1  31.0664 	1987.08237	2446826.56644
  1786  	1987 	 2  27.4054 	1987.15727	2446853.90536
  1787  	1987 	 3  26.7213 	1987.23211	2446881.22128
  1788  	1987 	 4  22.9964 	1987.30684	2446908.49640
  1789  	1987 	 5  20.2286 	1987.38145	2446935.72855
  1790  	1987 	 6  16.4323 	1987.45598	2446962.93231
  1791  	1987 	 7  13.6310 	1987.53050	2446990.13104
  1792  	1987 	 8   9.8463 	1987.60506	2447017.34634
  1793  	1987 	 9   6.0900 	1987.67970	2447044.58995
  1794  	1987 	10   3.3615 	1987.75442	2447071.86153
  1795  	1987 	10  30.6538 	1987.82919	2447099.15382
  1796  	1987 	11  26.9611 	1987.90400	2447126.46112
  1797  	1987 	12  24.2830 	1987.97886	2447153.78299
  1798  	1988 	 1  20.6181 	1988.05360	2447181.11809
  1799  	1988 	 2  16.9598 	1988.12831	2447208.45979
  1800  	1988 	 3  15.2874 	1988.20297	2447235.78737
  1801  	1988 	 4  11.5797 	1988.27754	2447263.07970
  1802  	1988 	 5   8.8277 	1988.35199	2447290.32772
  1803  	1988 	 6   5.0400 	1988.42634	2447317.54005
  1804  	1988 	 7   2.2379 	1988.50065	2447344.73788
  1805  	1988 	 7  29.4447 	1988.57499	2447371.94471
  1806  	1988 	 8  25.6768 	1988.64939	2447399.17678
  1807  	1988 	 9  21.9382 	1988.72387	2447426.43823
  1808  	1988 	10  19.2235 	1988.79842	2447453.72347
  1809  	1988 	11  15.5253 	1988.87302	2447481.02530
  1810  	1988 	12  12.8413 	1988.94765	2447508.34131
  1811  	1989 	 1   9.1712 	1989.02239	2447535.67116
  1812  	1989 	 2   5.5124 	1989.09729	2447563.01238
  1813  	1989 	 3   4.8481 	1989.17219	2447590.34809
  1814  	1989 	 4   1.1561 	1989.24700	2447617.65606
  1815  	1989 	 4  28.4213 	1989.32170	2447644.92126
  1816  	1989 	 5  25.6455 	1989.39629	2447672.14549
  1817  	1989 	 6  21.8461 	1989.47081	2447699.34612
  1818  	1989 	 7  19.0470 	1989.54533	2447726.54699
  1819  	1989 	 8  15.2681 	1989.61991	2447753.76808
  1820  	1989 	 9  11.5184 	1989.69457	2447781.01837
  1821  	1989 	10   8.7953 	1989.76930	2447808.29529
  1822  	1989 	11   5.0912 	1989.84409	2447835.59122
  1823  	1989 	12   2.4016 	1989.91891	2447862.90156
  1824  	1989 	12  29.7266 	1989.99377	2447890.22660
  1825  	1990 	 1  26.0639 	1990.06867	2447917.56391
  1826  	1990 	 2  22.4043 	1990.14357	2447944.90433
  1827  	1990 	 3  21.7257 	1990.21843	2447972.22573
  1828  	1990 	 4  18.0086 	1990.29317	2447999.50858
  1829  	1990 	 5  15.2476 	1990.36780	2448026.74762
  1830  	1990 	 6  11.4549 	1990.44234	2448053.95487
  1831  	1990 	 7   8.6529 	1990.51686	2448081.15292
  1832  	1990 	 8   4.8643 	1990.59141	2448108.36433
  1833  	1990 	 9   1.1029 	1990.66604	2448135.60287
  1834  	1990 	 9  28.3701 	1990.74074	2448162.87010
  1835  	1990 	10  25.6593 	1990.81551	2448190.15933
  1836  	1990 	11  21.9641 	1990.89031	2448217.46409
